5153058778261164017	Network457141
5153058778261164017	Network510894
-8667905717366500444	Network418671
-8667905717366500444	Network509055
-8667905717366500444	Network789619
-8667905717366500444	Network846388
-8667905717366500444	Network72833
-8667905717366500444	Network838339
-8667905717366500444	Network474348
-8667905717366500444	Network779867
-8667905717366500444	Network586484
800150915879037055	Network448255
800150915879037055	Network869113
800150915879037055	Network223175
800150915879037055	Network818867
800150915879037055	Network837069
-1922246676346648378	Network640700
-1922246676346648378	Network914394
-1922246676346648378	Network882182
-1922246676346648378	Network95356
-1922246676346648378	Network936413
-1922246676346648378	Network176269
3520674010341531546	Network27309
3520674010341531546	Network517075
3520674010341531546	Network555433
3520674010341531546	Network41044
5754390504927089420	Network967529
5754390504927089420	Network568568
5754390504927089420	Network240597
5754390504927089420	Network766947
5754390504927089420	Network909918
5754390504927089420	Network372780
5754390504927089420	Network315182
8181644188069910294	Network497808
8181644188069910294	Network663536
8181644188069910294	Network640442
8181644188069910294	Network227458
8181644188069910294	Network941448
-8329952358820490250	Network309311
-8329952358820490250	Network665947
-8329952358820490250	Network405441
-8329952358820490250	Network456838
-8329952358820490250	Network28830
-8329952358820490250	Network334837
-2834897787179756233	Network339172
-2834897787179756233	Network573670
7562839737164803266	Network325645
7562839737164803266	Network618814
7562839737164803266	Network708402
7562839737164803266	Network382013
7562839737164803266	Network758196
-603261393719712847	Network838832
-603261393719712847	Network103497
-603261393719712847	Network396330
-603261393719712847	Network738132
-603261393719712847	Network181188
-603261393719712847	Network635396
8721663615545550539	Network34860
1764942755464913004	Network321702
1764942755464913004	Network635
1764942755464913004	Network568551
1764942755464913004	Network734337
1764942755464913004	Network445106
1764942755464913004	Network289787
-6653523452567601805	Network390122
-6653523452567601805	Network325269
-8244418688521745638	Network213477
-8244418688521745638	Network626163
-8244418688521745638	Network441251
-8244418688521745638	Network159746
1321148956385595154	Network934045
1321148956385595154	Network834802
1321148956385595154	Network814145
1321148956385595154	Network819837
1321148956385595154	Network226000
1321148956385595154	Network718278
2136961333919119927	Network954247
2136961333919119927	Network198853
2136961333919119927	Network626990
2136961333919119927	Network489406
2136961333919119927	Network333719
2136961333919119927	Network403710
-1556947684655150924	Network809061
-1556947684655150924	Network994593
-1556947684655150924	Network369394
-1556947684655150924	Network163065
-1556947684655150924	Network356938
-1556947684655150924	Network152115
2656291188141054801	Network452228
2656291188141054801	Network304673
2656291188141054801	Network347098
2656291188141054801	Network722034
-4058933067662138179	Network661084
-4058933067662138179	Network468642
-4058933067662138179	Network326356
-4058933067662138179	Network348529
-4058933067662138179	Network593833
-4058933067662138179	Network858615
4873171398000465426	Network146636
4873171398000465426	Network288949
4873171398000465426	Network662826
558466309087162405	Network609219
558466309087162405	Network442380
-2221013498878531549	Network824899
-2221013498878531549	Network712199
-2221013498878531549	Network488708
-2221013498878531549	Network458728
-2221013498878531549	Network465614
-2221013498878531549	Network597737
3624910343905601447	Network220006
3624910343905601447	Network136989
3624910343905601447	Network331906
3624910343905601447	Network774081
3624910343905601447	Network831649
3461293868579905508	Network673448
